1780487275.900,start,-0.8996,7.6788,0.4938,-5.0633,0.3218,-0.5369,0.2370
1780487275.911,start,-0.8522,7.5994,0.5275,-5.0127,0.3328,-0.5329,0.2367
1780487275.921,start,-0.8219,7.7469,0.5486,-5.0887,0.3290,-0.5370,0.2371
1780487275.931,start,-0.9245,7.6953,0.4839,-5.1099,0.3277,-0.5145,0.2389
1780487275.941,start,-1.0450,7.8003,0.4197,-5.0888,0.3077,-0.5101,0.2396
1780487275.951,start,-1.1039,7.5586,0.3726,-5.0231,0.3092,-0.5144,0.2391
1780487275.961,start,-1.1347,7.6365,0.3792,-5.0176,0.3121,-0.5090,0.2390
1780487275.971,start,-1.0530,7.4293,0.4012,-4.9020,0.3036,-0.5221,0.2401
1780487275.981,start,-1.0204,7.4066,0.4217,-4.9263,0.2945,-0.5326,0.2398
1780487275.990,start,-0.9168,7.5969,0.4847,-4.9938,0.3114,-0.5233,0.2394
1780487276.001,start,-0.8544,7.6002,0.5278,-4.9796,0.3146,-0.5330,0.2392
1780487276.011,start,-0.8754,7.7771,0.5124,-5.0659,0.3134,-0.5355,0.2406
1780487276.020,start,-0.9720,7.6920,0.4654,-5.0776,0.3065,-0.5147,0.2421
1780487276.031,start,-1.1341,7.6832,0.3766,-5.0810,0.3003,-0.5109,0.2429
1780487276.040,start,-1.1629,7.6359,0.3653,-5.0861,0.3047,-0.5114,0.2433
1780487276.051,start,-1.1626,7.7814,0.3723,-5.0797,0.3069,-0.5112,0.2448
1780487276.061,start,-1.0830,7.6037,0.4006,-5.0622,0.2999,-0.5220,0.2456
1780487276.070,start,-1.1108,7.6396,0.3908,-5.0842,0.2947,-0.5216,0.2450
1780487276.081,start,-0.9736,7.6599,0.4636,-5.0394,0.3082,-0.5246,0.2442
1780487276.091,start,-0.9028,7.7655,0.4972,-5.0838,0.3063,-0.5442,0.2447
1780487276.101,start,-0.8991,7.6598,0.4973,-5.0955,0.3062,-0.5293,0.2449
1780487276.111,start,-0.9850,7.6048,0.4563,-5.0944,0.2947,-0.5090,0.2453
1780487276.120,start,-1.1434,7.4552,0.3608,-5.0511,0.3002,-0.5108,0.2458
1780487276.130,start,-1.1682,7.6499,0.3578,-5.0877,0.2942,-0.5118,0.2465
1780487276.140,start,-1.1252,7.6030,0.3500,-5.0768,0.2927,-0.5013,0.2476
1780487276.151,start,-1.0885,7.6087,0.3698,-5.0909,0.2816,-0.5082,0.2470
1780487276.160,start,-1.0103,7.6772,0.4117,-5.1292,0.3037,-0.5048,0.2458
1780487276.170,start,-0.7997,7.5335,0.5384,-5.0388,0.3006,-0.5071,0.2460
